id,code,name,class_div,danger_sec,group_env_onu,group_env_onu_disp_esp,qty_limit,qty_except,int_emb_env,int_emb_env_disp_esp,int_trasp,int_trasp_disp_esp,start_date
waybill_materiales_peligrosos_140,M0141,"MOTORES DE COHETE CON LÍQUIDOS HIPERGÓLICOS, con o sin carga expulsora (Producto o material explosivo)",1.3L,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_141,M0142,"MUNICIONES ILUMINANTES con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.3G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_142,M0143,DETONADORES ELÉCTRICOS para voladuras (Producto o material explosivo),1.4B,,,,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_143,M0144,ESPOLETAS DETONANTES (Producto o material explosivo),1.4B,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_144,M0145,"OCTOLITA (OCTOL) seca o humedecida con menos del 15 %, en masa, de agua (Producto o material explosivo)",1.1D,,,,0,E0,"P112 (a)
P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_145,M0146,DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),1.4B,,,,0,E0,P131,PP68,,,2021-06-01
waybill_materiales_peligrosos_146,M0147,MULTIPLICADORES CON DETONADOR (Producto o material explosivo),1.2B,,,,0,E0,P133,PP69,,,2021-06-01
waybill_materiales_peligrosos_147,M0148,CARGAS PROPULSORAS (Producto o material explosivo),1.1C,,,,0,E0,P143,PP76,,,2021-06-01
waybill_materiales_peligrosos_148,M0149,CARGAS PROPULSORAS (Producto o material explosivo),1.3C,,,,0,E0,P143,PP76,,,2021-06-01
waybill_materiales_peligrosos_149,M0150,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.3C,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_150,M0151,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.4C,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_151,M0152,CARTUCHOS PARA POZOS DE PETRÓLEO (Producto o material explosivo),1.3C,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_152,M0153,CARTUCHOS PARA POZOS DE PETRÓLEO (Producto o material explosivo),1.4C,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_153,M0154,CARGAS PROPULSORAS DE ARTILLERÍA (Producto o material explosivo),1.1C,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_154,M0155,MOTORES DE COHETE (Producto o material explosivo),1.1C,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_155,M0156,MOTORES DE COHETE (Producto o material explosivo),1.2C,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_156,M0157,"NITROGUANIDINA (PICRITA) seca o humedecida con menos del 20 %, en masa, de agua (Producto o material explosivo)",1.1D,,,,0,E0,"P112 (a)
P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_157,M0158,MULTIPLICADORES sin detonador (Producto o material explosivo),1.2D,,,,0,E0,"P132 (a)
P132 (b)",,,,2021-06-01
waybill_materiales_peligrosos_158,M0159,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.1D,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_159,M0160,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.2D,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_160,M0161,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",1.1D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_161,M0162,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",1.2D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_162,M0163,CARGAS MOLDEADAS LINEALES FLEXIBLES (Producto o material explosivo),1.1D,,,,0,E0,P138,,,,2021-06-01
waybill_materiales_peligrosos_163,M0164,MECHA DETONANTE flexible (Producto o material explosivo),1.4D,,,,0,E0,P139,"PP71
PP72",,,2021-06-01
waybill_materiales_peligrosos_164,M0165,MECHA DETONANTE con envoltura metálica (Producto o material explosivo),1.1D,,,,0,E0,P139,PP71,,,2021-06-01
waybill_materiales_peligrosos_165,M0166,BOMBAS con carga explosiva (Producto o material explosivo),1.2 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_166,M0167,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.1 F,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_167,M0168,"GRANADAS de mano o de fusil, con carga explosiva (Producto o material explosivo)",1.2 F,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_168,M0169,MINAS con carga explosiva (Producto o material explosivo),1.2 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_169,M0170,COHETES con carga explosiva (Producto o material explosivo),1.2 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_170,M0171,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),1.1 F,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_171,M0172,"MUNICIONES ILUMINANTES con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.4G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_172,M0173,BOMBAS DE ILUMINACIÓN PARA FOTOGRAFÍA (Producto o material explosivo),1.3G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_173,M0174,"MUNICIONES INCENDIARIAS con o sin carga dispersora, carga expulsora o carga propulsora (Producto o material explosivo)",1.4G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_174,M0175,"MUNICIONES LACRIMÓGENAS con carga dispersora, carga expulsora
o carga propulsora (Producto o material explosivo)",1.4G,"6.1
8",,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_175,M0176,"MUNICIONES FUMÍGENAS con o sin carga dispersora, carga expulsora
o carga propulsora (Producto o material explosivo)",1.4G,,,204,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_176,M0177,PÓLVORA DE DESTELLOS (Producto o material explosivo),1.3G,,,,0,E0,P113,PP49,,,2021-06-01
waybill_materiales_peligrosos_177,M0178,TRAZADORES PARA MUNICIONES (Producto o material explosivo),1.4G,,,,0,E0,P133,PP69,,,2021-06-01
waybill_materiales_peligrosos_178,M0179,CARTUCHOS DE SEÑALES (Producto o material explosivo),1.4G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_179,M0180,SEÑALES FUMÍGENAS (Producto o material explosivo),1.2G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_180,M0181,INFLAMADORES (Producto o material explosivo),1.2G,,,,0,E0,P142,,,,2021-06-01
waybill_materiales_peligrosos_181,M0182,INFLAMADORES (Producto o material explosivo),1.3G,,,,0,E0,P142,,,,2021-06-01
waybill_materiales_peligrosos_182,M0183,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),1.3G,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_183,M0184,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),1.4G,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_184,M0185,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",1.3G,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_185,M0186,CEBOS TUBULARES (Producto o material explosivo),1.3G,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_186,M0187,CEBOS TUBULARES (Producto o material explosivo),1.4G,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_187,M0188,"CARTUCHOS PARA ARMAS, con carga explosiva (Producto o material explosivo)",1.2E,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_188,M0189,"MOTORES DE COHETE CON LÍQUIDOS HIPERGÓLICOS, con o sin carga expulsora (Producto o material explosivo)",1.2L,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_189,M0190,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.4S,,,347,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_190,M0191,PROYECTILES con carga explosiva (Producto o material explosivo),1.2 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_191,M0192,INFLAMADORES (Producto o material explosivo),1.4G,,,,0,E0,P142,,,,2021-06-01
waybill_materiales_peligrosos_192,M0193,"CARTUCHOS DE FOGUEO PARA ARMAS,  (Producto o material explosivo)",1.1C,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_193,M0194,"CARTUCHOS DE FOGUEO PARA ARMAS, , o CARTUCHOS DE FOGUEO PARA ARMAS DE PEQUEÑO CALIBRE,  (Producto o material explosivo)",1.3C,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_194,M0195,"CARTUCHOS PARA ARMAS, CON PROYECTIL INERTE (Producto o material explosivo)",1.2C,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_195,M0196,TORPEDOS con carga explosiva (Producto o material explosivo),1.1E,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_196,M0197,TORPEDOS con carga explosiva (Producto o material explosivo),1.1 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_197,M0198,"EXPLOSIVO PARA VOLADURAS, TIPO B (Producto o material explosivo)",1.5D,,,,0,E0,"P116



IBC100","PP61
PP62
PP64",T1,"TP1
TP17
TP32",2021-06-01
waybill_materiales_peligrosos_198,M0199,"EXPLOSIVO PARA VOLADURAS, TIPO E (Producto o material explosivo)",1.5D,,,,0,E0,"P116


IBC100","PP61
PP62",T1,"TP1
TP17
TP32",2021-06-01
waybill_materiales_peligrosos_199,M0200,ARTIFICIOS DE PIROTECNIA (Producto o material explosivo),1.1G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_200,M0201,ARTIFICIOS DE PIROTECNIA (Producto o material explosivo),1.2G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_201,M0202,ARTIFICIOS DE PIROTECNIA (Producto o material explosivo),1.3G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_202,M0203,ARTIFICIOS DE PIROTECNIA (Producto o material explosivo),1.4G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_203,M0204,ARTIFICIOS DE PIROTECNIA (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_204,M0205,"CARTUCHOS DE FOGUEO PARA ARMAS, o CARTUCHOS DE FOGUEO PARA ARMAS DE PEQUEÑO CALIBRE,  (Producto o material explosivo)",1.4C,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_205,M0206,"CARTUCHOS PARA ARMAS, CON PROYECTIL INERTE, o CARTUCHOS PARA ARMAS DE PEQUEÑO CALIBRE (Producto o material explosivo)",1.4C,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_206,M0207,"NITROCELULOSA seca o humedecida con menos del 25 %, en masa, de agua (o de alcohol) (Producto o material explosivo)",1.1D,,,393,0,E0,"P112 (a)
P112 (b)",,,,2021-06-01
waybill_materiales_peligrosos_207,M0208,"NITROCELULOSA no modificada o plastificada con menos del 18 %, en masa, de plastificante (Producto o material explosivo)",1.1D,,,393,0,E0,P112 (b),,,,2021-06-01
waybill_materiales_peligrosos_208,M0209,"NITROCELULOSA HUMEDECIDA con un mínimo del 25 %, en masa, de alcohol (Producto o material explosivo)",1.3C,,,"105
393",0,E0,P114 (a),PP43,,,2021-06-01
waybill_materiales_peligrosos_209,M0210,"NITROCELULOSA PLASTIFICADA con un mínimo del 18 %, en masa, de plastificante (Producto o material explosivo)",1.3C,,,"105
393",0,E0,P111,,,,2021-06-01
waybill_materiales_peligrosos_210,M0211,PROYECTILES con carga explosiva (Producto o material explosivo),1.4D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_211,M0212,PROYECTILES inertes con trazador (Producto o material explosivo),1.4S,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_212,M0213,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),1.2D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_213,M0214,PROYECTILES con carga dispersora o carga expulsora (Producto o material explosivo),1.4D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_214,M0215,"CARTUCHOS PARA ARMAS, con carga explosiva (Producto o material explosivo)",1.4 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_215,M0216,"OBJETOS EXPLOSIVOS, N.E.P.",1.4S,,,"178
274
347",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_216,M0217,"OBJETOS EXPLOSIVOS, N.E.P.",1.4B,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_217,M0218,"OBJETOS EXPLOSIVOS, N.E.P.",1.4C,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_218,M0219,"OBJETOS EXPLOSIVOS, N.E.P.",1.4D,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_219,M0220,"OBJETOS EXPLOSIVOS, N.E.P.",1.4G,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_220,M0221,"OBJETOS EXPLOSIVOS, N.E.P.",1.1L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_221,M0222,"OBJETOS EXPLOSIVOS, N.E.P.",1.2L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_222,M0223,"OBJETOS EXPLOSIVOS, N.E.P.",1.3L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_223,M0224,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.1L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_224,M0225,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.2L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_225,M0226,"SUSTANCIAS EXPLOSIVAS, N.E.P.",1.3L,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_226,M0227,CONJUNTOS DE DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),1.1B,,,,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_227,M0228,CONJUNTOS DE DETONADORES NO ELÉCTRICOS para voladuras (Producto o material explosivo),1.4B,,,,0,E0,P131,,,,2021-06-01
waybill_materiales_peligrosos_228,M0229,MUNICIONES DE EJERCICIOS (Producto o material explosivo),1.4G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_229,M0230,MUNICIONES PARA ENSAYOS (Producto o material explosivo),1.4G,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_230,M0231,DETONADORES PARA MUNICIONES (Producto o material explosivo),1.2B,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_231,M0232,DETONADORES PARA MUNICIONES (Producto o material explosivo),1.4B,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_232,M0233,DETONADORES PARA MUNICIONES (Producto o material explosivo),1.4S,,,347,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_233,M0234,ESPOLETAS DETONANTES (Producto o material explosivo),1.4S,,,347,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_234,M0235,ESPOLETAS DE IGNICIÓN (Producto o material explosivo),1.4S,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_235,M0236,"CABEZAS DE COMBATE PARA COHETES, con carga explosiva (Producto o material explosivo)",1.1 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_236,M0237,"CABEZAS DE COMBATE PARA COHETES, con carga dispersora o carga expulsora (Producto o material explosivo)",1.4D,,,,0,E0,"P130
LP101","PP67
L1",,,2021-06-01
waybill_materiales_peligrosos_237,M0238,"CABEZAS DE COMBATE PARA COHETES, con carga dispersora o carga expulsora (Producto o material explosivo)",1.4 F,,,,0,E0,"P130
LP101",,,,2021-06-01
waybill_materiales_peligrosos_238,M0239,"GRANADAS DE EJERCICIOS, de mano o de fusil (Producto o material explosivo)",1.2G,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_239,M0240,ARTIFICIOS MANUALES DE PIROTECNIA PARA SEÑALES (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_240,M0241,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),1.1D,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_241,M0242,CARGAS EXPLOSIVAS PARA SONDEOS (Producto o material explosivo),1.2D,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_242,M0243,CEBOS TUBULARES (Producto o material explosivo),1.4S,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_243,M0244,CEBOS DEL TIPO DE CÁPSULA (Producto o material explosivo),1.1B,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_244,M0245,CEBOS DEL TIPO DE CÁPSULA (Producto o material explosivo),1.4B,,,,0,E0,P133,,,,2021-06-01
waybill_materiales_peligrosos_245,M0246,VAINAS DE CARTUCHOS VACÍOS CON CEBO (Producto o material explosivo),1.4C,,,,0,E0,P136,,,,2021-06-01
waybill_materiales_peligrosos_246,M0247,OBJETOS PIROFÓRICOS (Producto o material explosivo),1.2L,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_247,M0248,CARTUCHOS DE ACCIONAMIENTO (Producto o material explosivo),1.2C,,,,0,E0,"P134
LP102",,,,2021-06-01
waybill_materiales_peligrosos_248,M0249,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",1.2B,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_249,M0250,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",1.4B,,,"178
274",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_250,M0251,"COMPONENTES DE CADENAS DE EXPLOSIVOS, N.E.P. (Producto o material explosivo)",1.4S,,,"178
274
347",0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_251,M0252,5-NITROBENZOTRIAZOL (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_252,M0253,ÁCIDO TRINITRO- BENCENOSULFÓNICO (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",PP26,,,2021-06-01
waybill_materiales_peligrosos_253,M0254,TRINITROFLUORENONA (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_254,M0255,"TRINITROTOLUENO (TNT) Y TRINITROBENCENO, MEZCLA DE, o TRINITROTOLUENO (TNT) Y HEXANITROESTILBENO, MEZCLA DE (Producto o material explosivo)",1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_255,M0256,"TRINITROTOLUENO (TNT) CON TRINITROBENCENO Y HEXANITROESTILBENO, MEZCLA DE (Producto o material explosivo)",1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_256,M0257,TRITONAL (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_257,M0258,"CICLOTRIMETILENTRINITRAMI NA (CICLONITA; HEXÓGENO; RDX) Y CICLOTETRAMETILEN-TETRANITRAMINA (OCTÓGENO; HMX), MEZCLA DE, HUMEDECIDAS, con un mínimo del 15 %, en masa, de agua, o CICLOTRIMETILEN-TRINITRAMINA (CICLONITA; HEXÓGENO; RDX) Y CICLOTETRAMETILEN-TETRANITRAMINA (OCTÓGENO; HMX) DESENSIBILIZADAS, MEZCLA DE con un mínimo del 10 %, en masa, de flemador (Producto o material explosivo)",1.1D,,,266,0,E0,"P112 (a)
P112 (b)",,,,2021-06-01
waybill_materiales_peligrosos_258,M0259,HEXANITROESTILBENO (Producto o material explosivo),1.1D,,,,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_259,M0260,HEXOTONAL (Producto o material explosivo),1.1D,,,,0,E0,P112 (b),,,,2021-06-01
waybill_materiales_peligrosos_260,M0261,"TRINITRORRESORCINOL (TRINITRORRESORCINA; ÁCIDO ESTÍFNICO) HUMEDECIDO con un mínimo del 20 %, en masa, de agua o de una mezcla de alcohol y agua (Producto o material explosivo)",1.1D,,,,0,E0,P112 (a),PP26,,,2021-06-01
waybill_materiales_peligrosos_261,M0262,"MOTORES DE COHETE, DE COMBUSTIBLE LÍQUIDO (Producto o material explosivo)",1.2J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_262,M0263,"MOTORES DE COHETE, DE COMBUSTIBLE LÍQUIDO (Producto o material explosivo)",1.3J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_263,M0264,"COHETES DE COMBUSTIBLE LÍQUIDO, con carga explosiva (Producto o material explosivo)",1.1J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_264,M0265,"COHETES DE COMBUSTIBLE LÍQUIDO, con carga explosiva (Producto o material explosivo)",1.2J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_265,M0266,"BOMBAS QUE CONTIENEN UN LÍQUIDO INFLAMABLE, con carga explosiva (Producto o material explosivo)",1.1J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_266,M0267,"BOMBAS QUE CONTIENEN UN LÍQUIDO INFLAMABLE, con carga explosiva (Producto o material explosivo)",1.2J,,,,0,E0,P101,,,,2021-06-01
waybill_materiales_peligrosos_267,M0268,"SULFURO DE DIPICRILO seco o humedecido con menos del 10 %, en masa, de agua (Producto o material explosivo)",1.1D,,,,0,E0,"P112 (a)
P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_268,M0269,PERCLORATO DE AMONIO (Producto o material explosivo),1.1D,,,152,0,E0,"P112 (b)
P112 (c)",,,,2021-06-01
waybill_materiales_peligrosos_269,M0270,BENGALAS AÉREAS (Producto o material explosivo),1.4G,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_270,M0271,BENGALAS AÉREAS (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_271,M0272,CARTUCHOS DE SEÑALES (Producto o material explosivo),1.4S,,,,0,E0,P135,,,,2021-06-01
waybill_materiales_peligrosos_272,M0273,DINITROSOBENCENO (Producto o material explosivo),1.3C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_273,M0274,ÁCIDO TETRAZOL-1-ACÉTICO (Producto o material explosivo),1.4C,,,,0,E0,P114 (b),,,,2021-06-01
waybill_materiales_peligrosos_274,M0275,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),1.1D,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_275,M0276,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),1.2D,,,,0,E0,P141,,,,2021-06-01
waybill_materiales_peligrosos_276,M0277,ESPOLETAS DETONANTES con dispositivos de protección (Producto o material explosivo),1.4D,,,,0,E0,P141,,,,2021-06-01
